record_label,state,district,taluk,village,pincode,latitude,longitude,land_area_acres,land_type,soil_type,irrigation_type,water_availability_score,crop_type,crop_yield_per_acre,season,distance_to_road_km,distance_to_highway_km,distance_to_city_km,distance_to_market_km,nearby_projects,avg_land_price_per_acre,guideline_value,previous_compensation,acquisition_type,urgency_level,market_value,multiplier,solatium,final_compensation_amount
SYNTHETIC,Telangana,Khammam,Hazaribagh,Rattan Nagar,502921,15.871945,80.312237,31.086,forest,black,borewell,9,soybean,16.59,perennial,13.19,45.65,99.17,32.27,none,1144922.71,867390.95,1130900.64,defence,low,1144922.71,2.0,1144922.71,107301030.55
SYNTHETIC,Karnataka,Mysuru,Kirari Suleman Nagar,Mukhopadhyay Road,562528,17.926536,74.879442,39.85,waste,sandy,borewell,10,paddy,15.6,kharif,6.6,16.7,65.59,0.85,industrial_zone,1345893.7,1191538.71,1335103.13,industrial,medium,1345893.7,2.0,1345893.7,161853884.25
SYNTHETIC,Gujarat,Ahmedabad,Chandigarh,Shan Circle,374289,21.645949,73.094581,31.313,residential,black,rainfed,6,fallow,1.17,rabi,26.37,62.8,82.19,49.1,none,1192961.83,783031.47,1290300.8,highway,low,1192961.83,2.0,1192961.83,116290820.2
SYNTHETIC,Uttar Pradesh,Lucknow,Arrah,Manne Ganj,276106,27.466069,78.086792,19.669,forest,sandy,drip,9,wheat,14.32,rabi,26.16,58.59,64.18,25.48,none,939098.3,586575.55,956691.93,highway,high,939098.3,2.0,939098.3,57416630.29
SYNTHETIC,Punjab,Jalandhar,Latur,Pillay Chowk,141499,30.992926,75.059133,30.506,commercial,black,borewell,9,fallow,0.96,perennial,3.31,11.6,103.0,16.4,none,2030200.86,1329469.97,1704452.01,irrigation_project,low,2030200.86,2.0,2030200.86,188588547.35
SYNTHETIC,Karnataka,Mangaluru,Thiruvananthapuram,Korpal Circle,573181,15.996968,76.308527,18.299,agricultural,laterite,drip,8,vegetables,70.21,kharif,0.67,78.85,74.06,39.04,none,1755396.19,1291905.37,1419660.08,defence,medium,1755396.19,2.0,1755396.19,86828981.89
SYNTHETIC,Karnataka,Belagavi,Chennai,Bajwa Marg,562261,12.540791,77.992029,15.426,waste,loamy,canal,6,fallow,1.86,perennial,2.66,11.57,1.92,0.97,none,3678792.82,2963089.29,3707118.4,railway,medium,3678792.82,1.0,3678792.82,114178083.43
SYNTHETIC,Madhya Pradesh,Indore,Hosur,Andra Path,485774,25.126545,75.382037,42.705,forest,sandy,none,4,soybean,19.41,kharif,13.3,5.32,28.61,19.97,industrial_zone,242805.81,174114.89,271170.46,highway,high,242805.81,1.0,242805.81,20842497.04
SYNTHETIC,Tamil Nadu,Madurai,Mumbai,Mohanty Marg,645982,10.848946,78.965594,20.015,agricultural,black,canal,9,fallow,0.99,zaid,25.52,75.89,72.89,26.17,smart_city,1998497.66,1894014.67,2169523.26,highway,high,1998497.66,2.0,1998497.66,119822746.71
SYNTHETIC,Karnataka,Mangaluru,Tiruppur,Khanna Circle,585393,15.203149,75.757699,22.808,forest,laterite,rainfed,4,soybean,11.54,perennial,16.28,42.46,141.21,43.05,airport,1247642.33,814374.05,1018411.52,defence,high,1247642.33,2.0,1247642.33,91615257.2
SYNTHETIC,Madhya Pradesh,Indore,Pallavaram,Dhar Nagar,489495,26.841623,78.650262,5.89,commercial,red,drip,7,wheat,12.87,rabi,17.13,19.2,168.8,42.73,industrial_zone,284366.87,256990.12,,smart_city,low,284366.87,2.0,284366.87,4931888.56
SYNTHETIC,Punjab,Ludhiana,Tiruchirappalli,Kata Nagar,146688,31.694465,74.366181,6.254,waste,loamy,borewell,8,fallow,1.41,kharif,15.26,1.99,78.93,4.2,none,1326504.46,1002220.23,,defence,low,1326504.46,2.0,1326504.46,25574173.86
SYNTHETIC,Madhya Pradesh,Ujjain,Serampore,Chad Chowk,460592,24.629773,80.643677,12.222,commercial,red,drip,7,groundnut,15.59,kharif,6.1,21.47,140.42,47.61,industrial_zone,308243.65,203178.95,321407.85,railway,high,308243.65,2.0,308243.65,11373287.24
SYNTHETIC,Tamil Nadu,Coimbatore,Dibrugarh,Ramesh Street,614909,12.606859,77.398526,26.371,forest,sandy,borewell,7,paddy,16.57,perennial,0.45,5.38,161.21,14.46,industrial_zone,418258.75,285691.06,500009.24,industrial,medium,418258.75,2.0,418258.75,29653125.99
SYNTHETIC,Rajasthan,Kota,Guntakal,Bhatia,310265,26.533812,73.443202,48.679,agricultural,red,canal,10,cotton,16.78,zaid,15.48,45.77,4.73,35.71,industrial_zone,391518.88,313052.16,420091.99,irrigation_project,high,391518.88,1.0,391518.88,38537833.71
SYNTHETIC,Punjab,Ludhiana,Bikaner,Manne Ganj,148689,29.868599,75.632673,48.471,waste,black,none,4,fallow,0.04,rabi,10.86,5.51,120.52,6.68,smart_city,1508505.55,1366938.76,1274454.06,railway,medium,1508505.55,2.0,1508505.55,211428477.18
SYNTHETIC,Gujarat,Bhavnagar,Satna,Narain Marg,384354,23.45798,68.102299,44.059,residential,black,rainfed,4,cotton,11.51,zaid,23.24,70.51,52.96,5.21,none,1643792.07,1237018.33,,industrial,critical,1643792.07,2.0,1643792.07,219328595.32
SYNTHETIC,Maharashtra,Kolhapur,Bidhannagar,Kaur Road,401580,16.631568,76.022374,4.222,residential,black,none,3,groundnut,13.67,rabi,10.07,24.64,82.77,1.64,industrial_zone,3345844.36,2422791.09,,industrial,critical,3345844.36,2.0,3345844.36,37876928.84
SYNTHETIC,Maharashtra,Aurangabad,Panihati,Chopra Street,414843,22.049558,79.705992,15.568,forest,black,rainfed,3,groundnut,13.02,zaid,4.98,51.44,162.87,17.8,highway,607891.56,430984.0,,defence,low,607891.56,2.0,607891.56,27656303.6
SYNTHETIC,Karnataka,Mangaluru,Aligarh,Sengupta Street,569788,13.499611,74.8515,48.609,agricultural,alluvial,borewell,10,fallow,0.16,kharif,10.58,79.56,113.19,41.31,industrial_zone,2211613.64,1461501.38,,industrial,medium,2211613.64,2.0,2211613.64,345130518.07
SYNTHETIC,Gujarat,Bhavnagar,Satara,Dara Marg,397381,20.599731,69.155514,8.778,forest,sandy,rainfed,4,wheat,15.46,rabi,14.79,52.59,116.25,7.43,none,985888.38,870656.02,1109562.76,irrigation_project,low,985888.38,2.0,985888.38,25869851.1
SYNTHETIC,Maharashtra,Aurangabad,Dhule,Morar Chowk,415059,20.900156,74.81988,25.923,waste,laterite,borewell,8,paddy,29.29,rabi,27.16,76.23,73.75,19.12,smart_city,2202331.12,1343451.83,2141326.85,highway,medium,2202331.12,2.0,2202331.12,174426311.1
SYNTHETIC,Madhya Pradesh,Ujjain,Bilaspur,Chana Zila,483537,23.368045,78.583946,49.843,commercial,sandy,rainfed,6,cotton,14.26,kharif,25.28,59.84,198.44,30.87,none,56109.47,53236.47,60608.94,railway,high,56109.47,2.0,56109.47,8867765.54
SYNTHETIC,Uttar Pradesh,Varanasi,Avadi,Baria,232209,24.338769,79.298405,25.952,forest,laterite,none,3,fallow,0.95,rabi,8.45,58.66,116.14,12.26,none,476211.67,355602.94,,industrial,high,476211.67,2.0,476211.67,32949503.85
SYNTHETIC,Maharashtra,Nashik,Khammam,Chand Street,411307,17.666844,76.969233,39.151,agricultural,laterite,rainfed,6,vegetables,82.49,rabi,4.54,54.54,21.88,43.67,highway,2536904.05,1572759.52,2946062.7,defence,low,2536904.05,1.0,2536904.05,198430858.23
SYNTHETIC,Telangana,Hyderabad,Raurkela Industrial Township,Varghese Marg,510788,16.29356,77.547895,46.776,forest,sandy,drip,10,groundnut,10.2,perennial,11.17,64.8,54.58,44.16,none,2457700.01,1956971.84,2327628.23,highway,high,2457700.01,2.0,2457700.01,337870367.13
SYNTHETIC,Tamil Nadu,Chennai,Dewas,Ghosh Road,648841,12.590536,77.836851,26.615,commercial,black,canal,9,vegetables,98.96,zaid,19.37,30.06,123.99,28.98,none,825763.68,613091.36,802026.23,highway,critical,825763.68,2.0,825763.68,68826287.75
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Machilipatnam,Krish Chowk,638136,12.229325,77.589961,46.94,residential,alluvial,borewell,10,maize,15.93,kharif,10.83,43.36,159.56,42.2,none,668008.89,435449.75,,defence,high,668008.89,2.0,668008.89,90329332.12
SYNTHETIC,Telangana,Hyderabad,Surendranagar Dudhrej,Dey Zila,508674,18.01027,77.913482,27.206,agricultural,alluvial,canal,7,vegetables,76.95,perennial,19.75,11.27,99.29,8.06,none,404814.13,288344.45,,defence,high,404814.13,2.0,404814.13,35537424.07
SYNTHETIC,Punjab,Amritsar,Ahmedabad,Kapadia Nagar,153012,31.427754,76.15765,36.422,residential,laterite,none,3,sugarcane,343.34,zaid,10.1,77.42,71.99,7.42,none,1520526.21,1247306.72,1542858.86,smart_city,medium,1520526.21,2.0,1520526.21,152524104.71
SYNTHETIC,Maharashtra,Kolhapur,Davanagere,Pradhan Marg,415510,21.380385,75.337571,3.572,commercial,red,rainfed,5,soybean,16.91,zaid,27.96,66.88,116.14,33.93,industrial_zone,2215677.72,1534735.22,2297760.44,smart_city,critical,2215677.72,2.0,2215677.72,23719347.18
SYNTHETIC,Punjab,Ludhiana,Ballia,Lad,157243,32.465421,76.880516,45.842,commercial,loamy,drip,9,cotton,17.34,kharif,17.22,38.69,22.19,42.05,smart_city,1105418.9,744273.14,1186955.66,irrigation_project,high,1105418.9,1.0,1105418.9,98596240.18
SYNTHETIC,Rajasthan,Jaipur,Lucknow,Hora Zila,311186,24.583979,77.602275,35.933,forest,alluvial,drip,6,paddy,31.62,zaid,12.56,57.45,180.26,6.87,none,343462.76,319826.17,326227.93,highway,medium,343462.76,2.0,343462.76,37005512.31
SYNTHETIC,Rajasthan,Udaipur,Warangal,Narula Zila,328544,24.726414,72.777355,5.997,forest,laterite,none,4,fallow,1.07,kharif,14.62,24.62,63.49,24.88,none,679734.42,535432.23,764179.85,irrigation_project,medium,679734.42,2.0,679734.42,11112522.87
SYNTHETIC,West Bengal,Kolkata,Kalyan-Dombivli,Bedi Chowk,724182,22.424869,88.121866,4.718,commercial,loamy,borewell,7,groundnut,10.91,zaid,21.75,65.34,174.51,48.65,smart_city,476936.94,347161.95,,highway,high,476936.94,2.0,476936.94,7345728.65
SYNTHETIC,Uttar Pradesh,Lucknow,Chapra,Rana Marg,247110,24.076777,77.485631,47.154,commercial,red,drip,10,soybean,14.96,kharif,11.27,57.86,66.06,31.66,industrial_zone,1098718.7,1004224.13,952119.77,irrigation_project,critical,1098718.7,2.0,1098718.7,153427248.86
SYNTHETIC,Maharashtra,Pune,Ludhiana,Sandhu Marg,403993,20.155911,76.10317,37.741,forest,loamy,none,2,wheat,20.33,zaid,29.51,45.74,41.35,14.99,industrial_zone,4495566.31,2978546.65,,industrial,high,4495566.31,1.0,4495566.31,325941618.16
SYNTHETIC,Telangana,Hyderabad,Raichur,Grover Ganj,511845,16.043713,78.847688,49.424,commercial,sandy,canal,10,sugarcane,313.1,perennial,27.43,29.76,134.45,11.66,none,1006316.77,801254.59,1110093.51,smart_city,medium,1006316.77,2.0,1006316.77,138477318.27
SYNTHETIC,Uttar Pradesh,Kanpur,Parbhani,Dixit Chowk,234891,27.909018,84.624528,41.059,agricultural,black,rainfed,7,fallow,0.73,zaid,16.56,63.0,57.25,9.6,none,761729.88,640622.32,796338.07,smart_city,critical,761729.88,2.0,761729.88,89441517.22
SYNTHETIC,Madhya Pradesh,Jabalpur,Srikakulam,Korpal,459748,22.098572,77.890285,36.829,agricultural,laterite,none,1,groundnut,15.87,perennial,9.64,8.82,143.63,15.34,none,135378.73,96148.46,127711.0,irrigation_project,medium,135378.73,2.0,135378.73,16026859.42
SYNTHETIC,Tamil Nadu,Chennai,Panchkula,Srinivas Marg,619350,12.173116,77.639209,3.692,commercial,loamy,rainfed,3,cotton,15.23,zaid,13.96,66.57,20.68,7.66,none,2587657.3,1829514.05,2382304.51,smart_city,medium,2587657.3,1.0,2587657.3,20489502.62
SYNTHETIC,Punjab,Amritsar,Chandigarh,Rajagopal Road,141020,31.08856,76.195932,11.344,commercial,alluvial,canal,8,sugarcane,248.87,rabi,21.61,76.23,53.56,4.84,none,2690751.61,2134279.88,,irrigation_project,medium,2690751.61,2.0,2690751.61,92688769.79
SYNTHETIC,Rajasthan,Jaipur,Gurgaon,Vora Ganj,343796,23.956136,72.516059,25.755,residential,black,drip,8,vegetables,99.65,perennial,24.37,42.77,71.17,12.52,none,578031.45,526536.17,633315.04,defence,low,578031.45,2.0,578031.45,43619606.87
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Tinsukia,Raja Nagar,635099,12.460963,76.439364,49.948,waste,alluvial,borewell,10,groundnut,10.71,rabi,23.41,19.5,52.14,15.7,highway,999594.22,636226.85,1111188.09,smart_city,high,999594.22,2.0,999594.22,136203193.07
SYNTHETIC,Maharashtra,Pune,Nangloi Jat,Sundaram Circle,400016,21.839902,78.975146,10.8,commercial,red,none,1,vegetables,77.45,zaid,10.37,74.5,24.78,2.0,none,3737537.38,3122876.21,3373132.89,railway,medium,3737537.38,1.0,3737537.38,80032883.86
SYNTHETIC,Uttar Pradesh,Agra,Buxar,Nagy Circle,223084,24.82793,77.986205,1.102,forest,laterite,canal,6,fallow,0.34,rabi,22.63,57.41,31.55,3.42,highway,1174869.14,760557.26,1083620.12,smart_city,medium,1174869.14,1.0,1174869.14,2528695.88
SYNTHETIC,Punjab,Ludhiana,Gopalpur,Bal Street,142694,29.681028,74.475851,48.093,residential,red,none,2,groundnut,9.64,perennial,0.49,59.03,146.71,8.67,airport,667350.39,507327.96,,smart_city,critical,667350.39,2.0,667350.39,88412097.0
SYNTHETIC,Punjab,Amritsar,Kavali,Balan Ganj,157248,31.327274,73.971675,3.007,commercial,sandy,rainfed,6,cotton,13.92,zaid,28.5,78.72,173.42,45.52,none,932351.8,790727.55,958928.24,industrial,low,932351.8,2.0,932351.8,8981013.63
SYNTHETIC,West Bengal,Siliguri,Howrah,Wagle Chowk,721308,24.018707,86.63979,36.465,forest,red,drip,7,maize,21.71,kharif,22.22,1.27,74.55,30.53,none,1269735.56,950918.19,,defence,high,1269735.56,2.0,1269735.56,133884188.61
SYNTHETIC,Karnataka,Mangaluru,Bhimavaram,Dutta Ganj,564187,14.649717,74.722949,28.171,forest,loamy,none,4,sugarcane,245.07,zaid,28.48,26.66,139.09,43.07,none,1723114.5,1193683.22,2012824.21,highway,critical,1723114.5,2.0,1723114.5,148835307.59
SYNTHETIC,Madhya Pradesh,Bhopal,Shahjahanpur,Lata Ganj,468017,26.492059,78.805709,31.909,waste,red,canal,8,cotton,13.76,zaid,21.11,79.58,132.15,39.81,none,439899.21,310125.23,,irrigation_project,critical,439899.21,2.0,439899.21,42818688.85
SYNTHETIC,Tamil Nadu,Salem,Muzaffarnagar,Rama,632838,9.138513,78.461616,3.719,waste,red,drip,8,cotton,15.44,perennial,18.87,61.7,110.09,27.21,none,1102711.16,872268.79,1279489.87,defence,critical,1102711.16,2.0,1102711.16,11858009.18
SYNTHETIC,Rajasthan,Udaipur,Malegaon,Khalsa Street,318181,24.075532,73.036452,37.258,agricultural,loamy,drip,8,cotton,16.45,perennial,27.08,18.69,39.0,26.19,industrial_zone,260863.77,176702.09,243229.83,smart_city,high,260863.77,1.0,260863.77,19532671.32
SYNTHETIC,West Bengal,Howrah,Secunderabad,Bala,709579,25.602601,87.278783,46.951,forest,red,rainfed,3,sugarcane,217.79,rabi,10.92,79.54,23.12,29.72,industrial_zone,1977637.83,1726618.68,1674515.25,irrigation_project,critical,1977637.83,1.0,1977637.83,202839066.24
SYNTHETIC,Madhya Pradesh,Gwalior,Tezpur,Dhar,477043,25.493713,79.218052,25.599,agricultural,sandy,drip,10,groundnut,10.22,kharif,20.8,37.01,27.91,16.08,none,742970.04,475359.7,820538.28,defence,critical,742970.04,1.0,742970.04,39165203.75
SYNTHETIC,Karnataka,Belagavi,Kumbakonam,More Circle,584814,14.061102,77.650859,37.027,waste,black,none,4,wheat,21.09,kharif,4.41,26.84,117.22,35.32,none,1244884.53,945142.28,,highway,critical,1244884.53,2.0,1244884.53,132420848.88
SYNTHETIC,Uttar Pradesh,Varanasi,Pallavaram,Chana Nagar,210382,27.790114,80.109931,38.824,forest,sandy,drip,8,maize,18.79,perennial,9.26,55.62,9.9,24.48,none,522272.6,466434.21,449725.26,defence,low,522272.6,1.0,522272.6,38974108.98
SYNTHETIC,Telangana,Warangal,Muzaffarpur,Kanda,503180,18.863939,80.438805,26.131,residential,red,canal,8,wheat,22.81,perennial,0.99,29.76,45.53,40.85,railway,1133301.41,961934.38,986905.02,irrigation_project,medium,1133301.41,1.0,1133301.41,58442514.03
SYNTHETIC,Uttar Pradesh,Agra,Hajipur,Acharya Chowk,235260,27.751906,84.400658,9.984,residential,laterite,borewell,7,fallow,0.25,perennial,9.91,46.03,33.56,38.95,railway,1361088.42,961508.39,1240791.28,industrial,high,1361088.42,1.0,1361088.42,26546275.12
SYNTHETIC,Gujarat,Bhavnagar,Srikakulam,De Ganj,363284,21.769642,73.963359,14.525,forest,alluvial,rainfed,7,cotton,8.54,zaid,14.09,28.88,110.55,35.47,industrial_zone,982116.12,748880.44,1124291.16,smart_city,high,982116.12,2.0,982116.12,43484719.0
SYNTHETIC,Tamil Nadu,Chennai,Belgaum,Bhargava Path,609837,11.800171,79.864928,27.02,commercial,alluvial,drip,6,fallow,0.14,zaid,24.76,56.13,193.51,40.65,none,663275.91,522279.97,,industrial,critical,663275.91,2.0,663275.91,54436114.05
SYNTHETIC,Gujarat,Bhavnagar,Siliguri,Dhar,373201,21.352821,68.20212,5.158,agricultural,loamy,canal,9,wheat,17.78,kharif,15.05,71.18,91.36,14.22,railway,1024164.45,794947.68,1090873.44,smart_city,critical,1024164.45,2.0,1024164.45,15731302.47
SYNTHETIC,Karnataka,Bengaluru Urban,Hajipur,Bora Path,586462,11.527482,75.675448,8.846,agricultural,red,drip,6,wheat,15.83,perennial,3.2,68.67,105.02,38.71,none,2355684.26,1900300.82,1914115.66,industrial,low,2355684.26,2.0,2355684.26,58981741.86
SYNTHETIC,Madhya Pradesh,Ujjain,Tenali,Chaudhuri,450862,22.246568,76.708779,39.828,forest,laterite,rainfed,7,vegetables,76.09,kharif,24.16,65.86,95.11,10.03,none,492357.52,448139.62,422277.33,highway,critical,492357.52,2.0,492357.52,56188084.33
SYNTHETIC,Uttar Pradesh,Kanpur,Barasat,Deshpande Path,238139,28.929708,82.670201,48.405,residential,laterite,borewell,6,wheat,23.57,rabi,7.73,22.46,129.41,3.22,none,253937.16,229869.52,277336.93,railway,medium,253937.16,2.0,253937.16,34589267.11
SYNTHETIC,Karnataka,Mangaluru,Junagadh,Nadig Chowk,587747,17.674651,75.953552,21.467,forest,laterite,canal,7,paddy,20.57,perennial,13.75,14.38,132.65,23.26,none,812153.0,506190.91,751374.18,industrial,high,812153.0,2.0,812153.0,50837601.09
SYNTHETIC,Madhya Pradesh,Ujjain,Kishanganj,Parikh,488704,22.600316,79.81739,1.296,residential,alluvial,none,3,fallow,0.02,kharif,23.3,50.59,196.47,34.44,airport,60552.58,39276.59,57764.24,defence,critical,60552.58,2.0,60552.58,229060.95
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Giridih,Radhakrishnan Street,642655,13.411346,79.340604,15.374,residential,laterite,rainfed,3,vegetables,75.0,rabi,12.14,15.61,154.76,24.71,none,407194.55,331418.57,434818.17,defence,critical,407194.55,2.0,407194.55,19203786.81
SYNTHETIC,Gujarat,Bhavnagar,Durg,Goel Street,374678,23.932572,72.729601,17.833,agricultural,loamy,borewell,7,groundnut,11.98,zaid,17.68,30.02,134.3,21.87,smart_city,1140443.3,952438.02,1269208.18,railway,high,1140443.3,2.0,1140443.3,57948689.55
SYNTHETIC,Madhya Pradesh,Jabalpur,Chapra,Bali Marg,472089,22.530891,77.446241,32.92,agricultural,loamy,rainfed,7,sugarcane,298.29,zaid,3.26,35.16,18.23,15.74,railway,703255.75,604762.11,617243.85,defence,medium,703255.75,1.0,703255.75,46268155.2
SYNTHETIC,Maharashtra,Nagpur,Madanapalle,Kant Path,403138,19.609524,76.014921,46.131,waste,red,rainfed,3,maize,28.19,rabi,27.13,3.19,90.05,34.12,none,1615198.83,1501733.23,1928808.93,industrial,medium,1615198.83,2.0,1615198.83,224633398.69
SYNTHETIC,Gujarat,Surat,Mehsana,Narula Street,373909,20.609357,73.913593,34.716,residential,laterite,canal,7,wheat,23.46,kharif,19.14,11.71,130.28,9.97,none,442796.53,269089.95,,irrigation_project,critical,442796.53,2.0,442796.53,45654183.23
SYNTHETIC,Rajasthan,Jaipur,Patiala,Nagarajan Path,326503,24.783346,75.529419,35.361,agricultural,loamy,rainfed,6,groundnut,8.0,perennial,15.74,28.33,64.91,12.72,none,636731.89,431522.96,541123.2,irrigation_project,medium,636731.89,2.0,636731.89,64642397.12
SYNTHETIC,Karnataka,Mangaluru,Hubli–Dharwad,Sekhon Path,587940,14.20684,77.693185,19.635,residential,red,rainfed,7,paddy,32.17,rabi,13.4,58.23,136.78,7.2,none,1445877.66,1232529.6,1201479.38,irrigation_project,medium,1445877.66,2.0,1445877.66,84994772.51
SYNTHETIC,West Bengal,Howrah,Bilaspur,Krish Ganj,722583,24.281355,87.183743,8.596,forest,laterite,canal,9,vegetables,67.67,perennial,0.55,40.91,103.71,13.53,industrial_zone,1415244.8,1072153.9,1497934.87,irrigation_project,medium,1415244.8,2.0,1415244.8,35326346.54
SYNTHETIC,Karnataka,Belagavi,Etawah,Chokshi Road,562940,18.137881,77.558113,48.132,waste,laterite,none,1,soybean,14.09,rabi,0.33,59.42,55.11,35.4,airport,743987.81,594033.9,670588.59,defence,critical,743987.81,2.0,743987.81,107221870.26
SYNTHETIC,Telangana,Khammam,Nashik,Sarma Marg,514167,15.998956,77.86609,3.795,residential,laterite,drip,8,maize,15.0,rabi,20.51,7.87,181.94,24.61,none,866382.04,652709.05,920145.02,irrigation_project,low,866382.04,2.0,866382.04,8721287.03
SYNTHETIC,Rajasthan,Bikaner,Rourkela,Tailor Marg,315293,28.705912,76.107724,2.318,commercial,black,borewell,6,soybean,12.86,perennial,19.87,48.84,22.52,32.97,airport,377868.29,305684.76,371763.7,smart_city,medium,377868.29,1.0,377868.29,1681611.59
SYNTHETIC,Tamil Nadu,Salem,Etawah,Prashad Circle,633302,11.49888,78.353034,19.494,commercial,alluvial,borewell,10,wheat,21.66,rabi,5.48,44.75,168.71,8.06,none,427830.59,403402.42,444236.36,defence,medium,427830.59,2.0,427830.59,24900110.19
SYNTHETIC,Punjab,Jalandhar,Nangloi Jat,Kar,157554,31.477949,74.972277,31.505,commercial,black,rainfed,6,soybean,10.51,kharif,11.56,44.48,188.45,32.31,none,203918.88,192414.38,239685.86,irrigation_project,high,203918.88,2.0,203918.88,20000180.99
SYNTHETIC,Rajasthan,Bikaner,Bidhannagar,Bandi Zila,315566,24.937042,77.934964,13.674,commercial,sandy,rainfed,7,wheat,20.77,kharif,13.72,44.52,25.35,40.2,smart_city,228988.8,168130.51,,railway,high,228988.8,1.0,228988.8,6472854.34
SYNTHETIC,Gujarat,Rajkot,Jaipur,Lal Path,376396,23.367778,71.031678,34.588,forest,loamy,rainfed,5,paddy,33.07,rabi,18.29,60.36,147.19,1.48,industrial_zone,662620.45,519117.73,724037.31,irrigation_project,high,662620.45,2.0,662620.45,71600982.88
SYNTHETIC,Telangana,Khammam,Srinagar,Garde Path,506025,16.526577,78.49959,27.323,waste,alluvial,drip,10,cotton,16.55,rabi,12.92,61.09,190.68,49.28,none,751943.77,460487.84,794878.57,smart_city,low,751943.77,2.0,751943.77,61785695.98
SYNTHETIC,Madhya Pradesh,Bhopal,Nanded,Chander Zila,466729,23.213083,80.797016,38.169,waste,sandy,borewell,8,paddy,24.89,rabi,17.98,60.47,143.05,43.75,airport,111164.04,104644.87,105959.22,irrigation_project,medium,111164.04,2.0,111164.04,11671536.58
SYNTHETIC,Uttar Pradesh,Lucknow,Hindupur,Subramanian,275210,27.952845,84.658838,49.805,waste,laterite,none,1,maize,23.27,perennial,12.28,25.91,93.19,7.77,none,833690.4,511287.87,,highway,low,833690.4,2.0,833690.4,122989335.89
SYNTHETIC,West Bengal,Siliguri,Chinsurah,Saraf Street,704115,23.636705,87.058941,5.417,forest,alluvial,rainfed,3,groundnut,8.35,kharif,25.06,33.82,84.87,22.46,none,609332.82,426666.3,526879.69,highway,critical,609332.82,2.0,609332.82,9417540.7
SYNTHETIC,West Bengal,Siliguri,Meerut,Narula Zila,703064,23.94487,89.203568,45.23,forest,black,borewell,8,maize,25.06,kharif,14.98,46.66,66.53,42.05,smart_city,1311021.47,1244162.4,,smart_city,medium,1311021.47,2.0,1311021.47,181133936.62
SYNTHETIC,Madhya Pradesh,Ujjain,Jhansi,Zachariah Marg,468048,22.375867,76.700391,19.386,forest,red,drip,7,vegetables,85.3,rabi,11.93,2.59,45.65,47.29,none,572568.13,358691.35,,highway,low,572568.13,1.0,572568.13,24052443.22
SYNTHETIC,West Bengal,Siliguri,Ichalkaranji,Khanna Road,707526,26.24168,87.667677,7.122,agricultural,loamy,rainfed,7,vegetables,104.1,rabi,28.56,32.98,33.43,26.94,none,644206.56,519643.51,730588.01,railway,critical,644206.56,1.0,644206.56,9431462.34
SYNTHETIC,Madhya Pradesh,Jabalpur,Dhanbad,Swaminathan Marg,458924,21.611297,74.465224,42.681,forest,black,borewell,9,wheat,17.39,zaid,28.75,5.57,154.97,15.83,none,301836.6,216060.42,326907.68,smart_city,medium,301836.6,2.0,301836.6,37362756.08
SYNTHETIC,Tamil Nadu,Chennai,Meerut,Aggarwal Path,646900,9.605166,79.356696,29.662,waste,red,canal,9,groundnut,11.56,kharif,9.67,25.93,172.44,45.19,railway,1155911.97,1024902.3,937782.62,smart_city,high,1155911.97,2.0,1155911.97,104117561.81
SYNTHETIC,Gujarat,Bhavnagar,Chandigarh,Srinivasan Road,375044,23.350657,73.131995,13.94,agricultural,alluvial,rainfed,4,wheat,16.45,perennial,5.25,1.93,19.68,7.8,none,2113193.91,1942032.4,2501903.96,highway,critical,2113193.91,1.0,2113193.91,56925568.97
SYNTHETIC,Tamil Nadu,Madurai,Jalandhar,Jhaveri Nagar,646075,8.699168,78.323292,23.123,agricultural,black,borewell,9,sugarcane,387.67,kharif,28.48,48.08,28.46,13.3,none,2775731.21,1831209.17,,industrial,medium,2775731.21,1.0,2775731.21,132182600.86
SYNTHETIC,West Bengal,Siliguri,Jalna,Solanki Zila,736967,22.792243,89.189616,44.727,waste,alluvial,borewell,6,groundnut,12.99,kharif,1.32,28.38,136.75,28.9,airport,930304.49,577633.91,869398.06,railway,high,930304.49,2.0,930304.49,123519941.78
SYNTHETIC,Gujarat,Rajkot,Aizawl,Sinha Marg,375496,23.330842,73.871064,14.439,forest,black,none,3,paddy,34.51,zaid,1.07,35.95,109.24,40.15,industrial_zone,1572978.45,1374687.16,,smart_city,critical,1572978.45,2.0,1572978.45,72871358.73
SYNTHETIC,Rajasthan,Udaipur,Bilaspur,Ram Zila,319412,24.287189,73.998684,12.363,residential,black,borewell,6,vegetables,85.57,rabi,7.34,71.32,183.0,21.23,industrial_zone,112663.49,84748.58,107499.14,railway,critical,112663.49,2.0,112663.49,4416910.77
SYNTHETIC,Maharashtra,Nagpur,Uluberia,Pingle Marg,418316,21.380694,80.646547,36.104,agricultural,laterite,borewell,6,groundnut,14.76,zaid,5.72,75.52,82.5,1.76,none,2483477.9,1665338.24,,defence,low,2483477.9,2.0,2483477.9,273954157.82
SYNTHETIC,Karnataka,Hubballi-Dharwad,Amroha,Lall Nagar,583741,18.410379,76.9663,35.911,commercial,black,rainfed,7,sugarcane,222.04,perennial,17.19,8.82,39.41,49.94,none,2286644.5,1708225.95,2520036.44,railway,high,2286644.5,1.0,2286644.5,183665942.41
